head	rel	tail	hastscore	hasescore	hasdscore
769	0	6788	1.0	1.0	1.0
648	0	4868	1.0	1.0	1.0
1092	0	5036	1.0	1.0	1.0
464	0	3943	1.0	1.0	1.0
501	0	1841	1.0	1.0	1.0
987	0	2927	1.0	1.0	1.0
619	0	967	1.0	1.0	1.0
26	0	1933	1.0	1.0	1.0
642	0	7167	1.0	1.0	1.0
1378	0	6981	1.0	1.0	1.0
148	0	6465	1.0	1.0	1.0
1569	0	4298	1.0	1.0	1.0
601	0	2503	1.0	1.0	1.0
779	0	495	1.0	1.0	1.0
1077	0	7921	1.0	1.0	1.0
769	0	8822	1.0	1.0	1.0
133	0	4930	1.0	1.0	1.0
64	0	1363	1.0	1.0	1.0
1328	0	1509	1.0	1.0	1.0
22	0	3451	1.0	1.0	1.0
1725	0	8063	1.0	1.0	1.0
877	0	7686	1.0	1.0	1.0
2431	0	1258	1.0	1.0	1.0
269	0	4082	1.0	1.0	1.0
587	0	3584	1.0	1.0	1.0
297	0	7724	1.0	1.0	1.0
470	0	6093	1.0	1.0	1.0
1748	0	2870	1.0	1.0	1.0
695	0	4898	1.0	1.0	1.0
1124	0	4190	1.0	1.0	1.0
898	0	8317	1.0	1.0	1.0
994	0	471	1.0	1.0	1.0
14	0	7096	1.0	1.0	1.0
233	0	8184	1.0	1.0	1.0
695	0	2123	1.0	1.0	1.0
464	0	4980	1.0	1.0	1.0
550	0	5728	1.0	1.0	1.0
844	0	7033	1.0	1.0	1.0
1364	0	4496	1.0	1.0	1.0
214	0	7168	1.0	1.0	1.0
769	0	6982	1.0	1.0	1.0
258	0	6865	1.0	1.0	1.0
450	0	2524	1.0	1.0	1.0
464	0	6733	1.0	1.0	1.0
2041	0	7226	1.0	1.0	1.0
574	0	5197	1.0	1.0	1.0
1335	0	6946	1.0	1.0	1.0
360	0	6697	1.0	1.0	1.0
1852	0	5467	1.0	1.0	1.0
1328	0	3793	1.0	1.0	1.0
1840	0	5132	1.0	1.0	1.0
464	0	5264	1.0	1.0	1.0
1496	0	2872	1.0	1.0	1.0
769	0	1792	1.0	1.0	1.0
464	0	6648	1.0	1.0	1.0
464	0	8281	1.0	1.0	1.0
2155	0	845	1.0	1.0	1.0
1355	0	6299	1.0	1.0	1.0
555	0	1686	1.0	1.0	1.0
586	0	1805	1.0	1.0	1.0
1496	0	5416	1.0	1.0	1.0
186	0	2109	1.0	1.0	1.0
785	0	1374	1.0	1.0	1.0
158	0	7071	1.0	1.0	1.0
1560	0	1363	1.0	1.0	1.0
3669	0	4359	1.0	1.0	1.0
553	0	4929	1.0	1.0	1.0
491	0	6022	1.0	1.0	1.0
1060	0	5490	1.0	1.0	1.0
957	0	5274	1.0	1.0	1.0
700	0	7701	1.0	1.0	1.0
1531	0	8966	1.0	1.0	1.0
2570	0	1709	1.0	1.0	1.0
349	0	6616	1.0	1.0	1.0
615	0	4363	1.0	1.0	1.0
3576	0	4840	1.0	1.0	1.0
1276	0	7144	1.0	1.0	1.0
202	0	6683	1.0	1.0	1.0
1906	0	6349	1.0	1.0	1.0
550	0	8161	1.0	1.0	1.0
6	0	2421	1.0	1.0	1.0
1317	0	3392	1.0	1.0	1.0
153	0	3297	1.0	1.0	1.0
1414	0	4881	1.0	1.0	1.0
458	0	6984	1.0	1.0	1.0
445	0	8859	1.0	1.0	1.0
660	0	7599	1.0	1.0	1.0
1531	0	3421	1.0	1.0	1.0
1943	0	6876	1.0	1.0	1.0
1166	0	2471	1.0	1.0	1.0
464	0	465	1.0	1.0	1.0
847	0	8456	1.0	1.0	1.0
660	0	5291	1.0	1.0	1.0
1757	0	3790	1.0	1.0	1.0
480	0	6566	1.0	1.0	1.0
779	0	2915	1.0	1.0	1.0
102	0	6953	1.0	1.0	1.0
1328	0	4399	1.0	1.0	1.0
682	0	1416	1.0	1.0	1.0
604	0	8430	1.0	1.0	1.0
162	0	9116	1.0	1.0	1.0
57	0	8088	1.0	1.0	1.0
957	0	2928	1.0	1.0	1.0
2260	0	8712	1.0	1.0	1.0
769	0	8179	1.0	1.0	1.0
1840	0	5912	1.0	1.0	1.0
1364	0	8192	1.0	1.0	1.0
442	0	4266	1.0	1.0	1.0
805	0	2082	1.0	1.0	1.0
550	0	4563	1.0	1.0	1.0
2069	0	3958	1.0	1.0	1.0
987	0	5516	1.0	1.0	1.0
1759	0	7875	1.0	1.0	1.0
743	0	4990	1.0	1.0	1.0
610	0	6223	1.0	1.0	1.0
1840	0	5228	1.0	1.0	1.0
803	0	6580	1.0	1.0	1.0
102	0	6877	1.0	1.0	1.0
6	0	2689	1.0	1.0	1.0
1124	0	5470	1.0	1.0	1.0
1364	0	5023	1.0	1.0	1.0
442	0	6113	1.0	1.0	1.0
553	0	5664	1.0	1.0	1.0
4905	0	2843	1.0	1.0	1.0
1364	0	1416	1.0	1.0	1.0
102	0	5547	1.0	1.0	1.0
1471	0	3662	1.0	1.0	1.0
782	0	6431	1.0	1.0	1.0
2149	0	3504	1.0	1.0	1.0
2884	0	4271	1.0	1.0	1.0
318	0	991	1.0	1.0	1.0
2249	0	2487	1.0	1.0	1.0
594	0	799	1.0	1.0	1.0
318	0	4901	1.0	1.0	1.0
9	0	3387	1.0	1.0	1.0
594	0	2415	1.0	1.0	1.0
587	0	5719	1.0	1.0	1.0
1364	0	4912	1.0	1.0	1.0
233	0	6179	1.0	1.0	1.0
1496	0	6816	1.0	1.0	1.0
360	0	7973	1.0	1.0	1.0
601	0	2885	1.0	1.0	1.0
779	0	6543	1.0	1.0	1.0
635	0	4648	1.0	1.0	1.0
1522	0	7000	1.0	1.0	1.0
1906	0	3310	1.0	1.0	1.0
1364	0	2611	1.0	1.0	1.0
842	0	3146	1.0	1.0	1.0
458	0	3715	1.0	1.0	1.0
458	0	5018	1.0	1.0	1.0
6	0	4466	1.0	1.0	1.0
1786	0	7885	1.0	1.0	1.0
464	0	6581	1.0	1.0	1.0
771	0	6692	1.0	1.0	1.0
57	0	7080	1.0	1.0	1.0
453	0	4110	1.0	1.0	1.0
337	0	1650	1.0	1.0	1.0
1487	0	4811	1.0	1.0	1.0
303	0	3941	1.0	1.0	1.0
337	0	4572	1.0	1.0	1.0
1748	0	8884	1.0	1.0	1.0
695	0	4679	1.0	1.0	1.0
106	0	4497	1.0	1.0	1.0
705	0	6079	1.0	1.0	1.0
419	0	7507	1.0	1.0	1.0
769	0	7705	1.0	1.0	1.0
700	0	4586	1.0	1.0	1.0
753	0	2580	1.0	1.0	1.0
318	0	8635	1.0	1.0	1.0
133	0	4744	1.0	1.0	1.0
1766	0	2338	1.0	1.0	1.0
695	0	7391	1.0	1.0	1.0
493	0	5694	1.0	1.0	1.0
553	0	6944	1.0	1.0	1.0
918	0	6530	1.0	1.0	1.0
464	0	7714	1.0	1.0	1.0
957	0	3791	1.0	1.0	1.0
445	0	3917	1.0	1.0	1.0
82	0	2674	1.0	1.0	1.0
260	0	3349	1.0	1.0	1.0
1651	0	6614	1.0	1.0	1.0
648	0	3271	1.0	1.0	1.0
133	0	865	1.0	1.0	1.0
493	0	6090	1.0	1.0	1.0
957	0	1666	1.0	1.0	1.0
814	0	7818	1.0	1.0	1.0
550	0	4770	1.0	1.0	1.0
782	0	2289	1.0	1.0	1.0
1218	0	7963	1.0	1.0	1.0
1725	0	6891	1.0	1.0	1.0
467	0	6202	1.0	1.0	1.0
695	0	7611	1.0	1.0	1.0
1166	0	7664	1.0	1.0	1.0
957	0	6220	1.0	1.0	1.0
1257	0	1258	1.0	1.0	1.0
337	0	6297	1.0	1.0	1.0
1021	0	6174	1.0	1.0	1.0
266	0	7072	1.0	1.0	1.0
1317	0	420	1.0	1.0	1.0
144	0	8545	1.0	1.0	1.0
1604	0	8520	1.0	1.0	1.0
1267	0	7557	1.0	1.0	1.0
1364	0	4968	1.0	1.0	1.0
133	0	4792	1.0	1.0	1.0
454	0	8156	1.0	1.0	1.0
1884	0	8468	1.0	1.0	1.0
957	0	3469	1.0	1.0	1.0
1335	0	7407	1.0	1.0	1.0
1493	0	7130	1.0	1.0	1.0
1328	0	3505	1.0	1.0	1.0
480	0	7618	1.0	1.0	1.0
1884	0	3176	1.0	1.0	1.0
453	0	8919	1.0	1.0	1.0
1084	0	5003	1.0	1.0	1.0
233	0	6200	1.0	1.0	1.0
1852	0	6799	1.0	1.0	1.0
549	0	6516	1.0	1.0	1.0
245	0	7405	1.0	1.0	1.0
698	0	8585	1.0	1.0	1.0
877	0	8312	1.0	1.0	1.0
470	0	1955	1.0	1.0	1.0
553	0	7548	1.0	1.0	1.0
198	0	2679	1.0	1.0	1.0
877	0	3056	1.0	1.0	1.0
410	0	7991	1.0	1.0	1.0
464	0	5670	1.0	1.0	1.0
22	0	3837	1.0	1.0	1.0
902	0	5229	1.0	1.0	1.0
432	0	4113	1.0	1.0	1.0
243	0	5714	1.0	1.0	1.0
98	0	1890	1.0	1.0	1.0
1605	0	8835	1.0	1.0	1.0
1084	0	7529	1.0	1.0	1.0
553	0	3859	1.0	1.0	1.0
660	0	4436	1.0	1.0	1.0
247	0	7326	1.0	1.0	1.0
1166	0	2550	1.0	1.0	1.0
1357	0	6031	1.0	1.0	1.0
318	0	5426	1.0	1.0	1.0
550	0	4125	1.0	1.0	1.0
480	0	4728	1.0	1.0	1.0
479	0	1026	1.0	1.0	1.0
1596	0	1837	1.0	1.0	1.0
43	0	6070	1.0	1.0	1.0
695	0	7083	1.0	1.0	1.0
754	0	7636	1.0	1.0	1.0
144	0	7622	1.0	1.0	1.0
1592	0	8118	1.0	1.0	1.0
103	0	2443	1.0	1.0	1.0
96	0	3958	1.0	1.0	1.0
1108	0	6247	1.0	1.0	1.0
144	0	7555	1.0	1.0	1.0
1759	0	4195	1.0	1.0	1.0
57	0	7890	1.0	1.0	1.0
458	0	3696	1.0	1.0	1.0
318	0	341	1.0	1.0	1.0
1325	0	4478	1.0	1.0	1.0
957	0	6277	1.0	1.0	1.0
22	0	5975	1.0	1.0	1.0
1488	0	7295	1.0	1.0	1.0
1645	0	2502	1.0	1.0	1.0
574	0	7880	1.0	1.0	1.0
917	0	8870	1.0	1.0	1.0
220	0	8176	1.0	1.0	1.0
1979	0	7049	1.0	1.0	1.0
2837	0	5089	1.0	1.0	1.0
624	0	8797	1.0	1.0	1.0
619	0	465	1.0	1.0	1.0
464	0	8702	1.0	1.0	1.0
767	0	4446	1.0	1.0	1.0
2795	0	2757	1.0	1.0	1.0
1001	0	5258	1.0	1.0	1.0
586	0	2679	1.0	1.0	1.0
317	0	7166	1.0	1.0	1.0
498	0	4732	1.0	1.0	1.0
144	0	4041	1.0	1.0	1.0
555	0	4117	1.0	1.0	1.0
1448	0	3342	1.0	1.0	1.0
445	0	5507	1.0	1.0	1.0
448	0	4053	1.0	1.0	1.0
260	0	6460	1.0	1.0	1.0
470	0	5569	1.0	1.0	1.0
1210	0	6060	1.0	1.0	1.0
1827	0	7538	1.0	1.0	1.0
1124	0	5484	1.0	1.0	1.0
480	0	5681	1.0	1.0	1.0
26	0	7334	1.0	1.0	1.0
1001	0	5515	1.0	1.0	1.0
349	0	9122	1.0	1.0	1.0
1267	0	8855	1.0	1.0	1.0
899	0	3084	1.0	1.0	1.0
648	0	7409	1.0	1.0	1.0
102	0	4436	1.0	1.0	1.0
1471	0	3926	1.0	1.0	1.0
1529	0	5729	1.0	1.0	1.0
660	0	2180	1.0	1.0	1.0
1592	0	4320	1.0	1.0	1.0
432	0	9146	1.0	1.0	1.0
555	0	1862	1.0	1.0	1.0
553	0	4811	1.0	1.0	1.0
695	0	2455	1.0	1.0	1.0
1531	0	3896	1.0	1.0	1.0
698	0	4606	1.0	1.0	1.0
1613	0	2843	1.0	1.0	1.0
265	0	4684	1.0	1.0	1.0
729	0	1831	1.0	1.0	1.0
1092	0	5406	1.0	1.0	1.0
1092	0	7386	1.0	1.0	1.0
6	0	3738	1.0	1.0	1.0
26	0	7341	1.0	1.0	1.0
2260	0	1973	1.0	1.0	1.0
96	0	2993	1.0	1.0	1.0
549	0	2927	1.0	1.0	1.0
480	0	3377	1.0	1.0	1.0
2307	0	799	1.0	1.0	1.0
1506	0	7057	1.0	1.0	1.0
1364	0	8893	1.0	1.0	1.0
816	0	8033	1.0	1.0	1.0
805	0	3790	1.0	1.0	1.0
752	0	7603	1.0	1.0	1.0
297	0	4168	1.0	1.0	1.0
1734	0	6853	1.0	1.0	1.0
1531	0	5309	1.0	1.0	1.0
464	0	8348	1.0	1.0	1.0
1018	0	5183	1.0	1.0	1.0
1725	0	2565	1.0	1.0	1.0
1114	0	4993	1.0	1.0	1.0
1471	0	5490	1.0	1.0	1.0
26	0	5779	1.0	1.0	1.0
1362	0	5629	1.0	1.0	1.0
360	0	3105	1.0	1.0	1.0
1889	0	7157	1.0	1.0	1.0
2260	0	5555	1.0	1.0	1.0
1823	0	2975	1.0	1.0	1.0
2638	0	3168	1.0	1.0	1.0
521	0	9025	1.0	1.0	1.0
973	0	1363	1.0	1.0	1.0
464	0	2908	1.0	1.0	1.0
318	0	8252	1.0	1.0	1.0
12	0	7021	1.0	1.0	1.0
1398	0	3327	1.0	1.0	1.0
957	0	3786	1.0	1.0	1.0
233	0	4821	1.0	1.0	1.0
543	0	7166	1.0	1.0	1.0
480	0	6279	1.0	1.0	1.0
947	0	3213	1.0	1.0	1.0
816	0	7864	1.0	1.0	1.0
743	0	4413	1.0	1.0	1.0
14	0	8142	1.0	1.0	1.0
359	0	7178	1.0	1.0	1.0
1020	0	5673	1.0	1.0	1.0
1100	0	5550	1.0	1.0	1.0
505	0	5284	1.0	1.0	1.0
957	0	5896	1.0	1.0	1.0
1727	0	2985	1.0	1.0	1.0
1880	0	1416	1.0	1.0	1.0
1718	0	7785	1.0	1.0	1.0
4016	0	3785	1.0	1.0	1.0
957	0	4129	1.0	1.0	1.0
1877	0	3461	1.0	1.0	1.0
1166	0	6994	1.0	1.0	1.0
567	0	1970	1.0	1.0	1.0
1348	0	1349	1.0	1.0	1.0
553	0	7000	1.0	1.0	1.0
700	0	3266	1.0	1.0	1.0
530	0	2623	1.0	1.0	1.0
498	0	5035	1.0	1.0	1.0
1150	0	9214	1.0	1.0	1.0
586	0	1669	1.0	1.0	1.0
676	0	6031	1.0	1.0	1.0
877	0	2906	1.0	1.0	1.0
1335	0	6866	1.0	1.0	1.0
445	0	7386	1.0	1.0	1.0
1645	0	2575	1.0	1.0	1.0
79	0	6894	1.0	1.0	1.0
792	0	2623	1.0	1.0	1.0
814	0	3031	1.0	1.0	1.0
88	0	7586	1.0	1.0	1.0
555	0	7872	1.0	1.0	1.0
550	0	7524	1.0	1.0	1.0
660	0	8183	1.0	1.0	1.0
318	0	7755	1.0	1.0	1.0
186	0	4145	1.0	1.0	1.0
1398	0	2689	1.0	1.0	1.0
1906	0	6561	1.0	1.0	1.0
593	0	2977	1.0	1.0	1.0
936	0	3342	1.0	1.0	1.0
1635	0	7554	1.0	1.0	1.0
766	0	3255	1.0	1.0	1.0
1770	0	529	1.0	1.0	1.0
9	0	7331	1.0	1.0	1.0
233	0	6606	1.0	1.0	1.0
302	0	3567	1.0	1.0	1.0
22	0	7368	1.0	1.0	1.0
1840	0	4532	1.0	1.0	1.0
453	0	5665	1.0	1.0	1.0
1218	0	3076	1.0	1.0	1.0
724	0	7238	1.0	1.0	1.0
1613	0	2738	1.0	1.0	1.0
1818	0	4047	1.0	1.0	1.0
1244	0	2098	1.0	1.0	1.0
1355	0	3618	1.0	1.0	1.0
501	0	4514	1.0	1.0	1.0
769	0	3627	1.0	1.0	1.0
642	0	8656	1.0	1.0	1.0
480	0	3236	1.0	1.0	1.0
705	0	4051	1.0	1.0	1.0
530	0	2479	1.0	1.0	1.0
1234	0	7987	1.0	1.0	1.0
1191	0	5976	1.0	1.0	1.0
902	0	8787	1.0	1.0	1.0
549	0	4889	1.0	1.0	1.0
1128	0	5864	1.0	1.0	1.0
648	0	6546	1.0	1.0	1.0
1493	0	7622	1.0	1.0	1.0
1364	0	4277	1.0	1.0	1.0
1943	0	5655	1.0	1.0	1.0
1450	0	1793	1.0	1.0	1.0
49	0	4965	1.0	1.0	1.0
458	0	5458	1.0	1.0	1.0
14	0	2398	1.0	1.0	1.0
769	0	5715	1.0	1.0	1.0
553	0	5065	1.0	1.0	1.0
648	0	8361	1.0	1.0	1.0
1364	0	5224	1.0	1.0	1.0
553	0	1554	1.0	1.0	1.0
583	0	2437	1.0	1.0	1.0
1442	0	4558	1.0	1.0	1.0
419	0	2332	1.0	1.0	1.0
416	0	5263	1.0	1.0	1.0
2171	0	8785	1.0	1.0	1.0
6	0	4232	1.0	1.0	1.0
3445	0	7220	1.0	1.0	1.0
476	0	3101	1.0	1.0	1.0
964	0	5873	1.0	1.0	1.0
453	0	7359	1.0	1.0	1.0
715	0	7454	1.0	1.0	1.0
1116	0	4750	1.0	1.0	1.0
687	0	2206	1.0	1.0	1.0
26	0	2943	1.0	1.0	1.0
1746	0	7157	1.0	1.0	1.0
642	0	4325	1.0	1.0	1.0
505	0	2776	1.0	1.0	1.0
1364	0	799	1.0	1.0	1.0
1022	0	7148	1.0	1.0	1.0
103	0	2657	1.0	1.0	1.0
247	0	9010	1.0	1.0	1.0
337	0	2828	1.0	1.0	1.0
1641	0	2580	1.0	1.0	1.0
1174	0	3941	1.0	1.0	1.0
1069	0	3930	1.0	1.0	1.0
947	0	4970	1.0	1.0	1.0
1335	0	2468	1.0	1.0	1.0
340	0	778	1.0	1.0	1.0
648	0	4672	1.0	1.0	1.0
1596	0	3730	1.0	1.0	1.0
476	0	2906	1.0	1.0	1.0
1362	0	7198	1.0	1.0	1.0
2431	0	5375	1.0	1.0	1.0
549	0	3122	1.0	1.0	1.0
1818	0	7114	1.0	1.0	1.0
59	0	8214	1.0	1.0	1.0
1560	0	1970	1.0	1.0	1.0
1193	0	4438	1.0	1.0	1.0
2726	0	3556	1.0	1.0	1.0
1193	0	3310	1.0	1.0	1.0
1355	0	3589	1.0	1.0	1.0
133	0	3701	1.0	1.0	1.0
957	0	6453	1.0	1.0	1.0
458	0	4135	1.0	1.0	1.0
3131	0	9145	1.0	1.0	1.0
695	0	6153	1.0	1.0	1.0
1244	0	1876	1.0	1.0	1.0
1526	0	8930	1.0	1.0	1.0
1128	0	1034	1.0	1.0	1.0
700	0	5312	1.0	1.0	1.0
1673	0	5469	1.0	1.0	1.0
1240	0	1898	1.0	1.0	1.0
1364	0	5119	1.0	1.0	1.0
454	0	2852	1.0	1.0	1.0
1848	0	5572	1.0	1.0	1.0
779	0	6869	1.0	1.0	1.0
64	0	6039	1.0	1.0	1.0
3206	0	1970	1.0	1.0	1.0
2804	0	799	1.0	1.0	1.0
337	0	4131	1.0	1.0	1.0
498	0	7938	1.0	1.0	1.0
154	0	3304	1.0	1.0	1.0
1889	0	4862	1.0	1.0	1.0
2303	0	5655	1.0	1.0	1.0
464	0	696	1.0	1.0	1.0
594	0	3327	1.0	1.0	1.0
493	0	6516	1.0	1.0	1.0
1506	0	2870	1.0	1.0	1.0
1193	0	4894	1.0	1.0	1.0
419	0	8966	1.0	1.0	1.0
957	0	1928	1.0	1.0	1.0
133	0	6419	1.0	1.0	1.0
449	0	5913	1.0	1.0	1.0
43	0	4291	1.0	1.0	1.0
1861	0	6677	1.0	1.0	1.0
247	0	7224	1.0	1.0	1.0
43	0	6614	1.0	1.0	1.0
517	0	5584	1.0	1.0	1.0
100	0	5354	1.0	1.0	1.0
360	0	8120	1.0	1.0	1.0
2956	0	7781	1.0	1.0	1.0
419	0	6903	1.0	1.0	1.0
233	0	8743	1.0	1.0	1.0
436	0	6305	1.0	1.0	1.0
458	0	4466	1.0	1.0	1.0
729	0	3310	1.0	1.0	1.0
648	0	5799	1.0	1.0	1.0
79	0	1809	1.0	1.0	1.0
587	0	3260	1.0	1.0	1.0
1889	0	1674	1.0	1.0	1.0
133	0	7879	1.0	1.0	1.0
807	0	3162	1.0	1.0	1.0
1848	0	7310	1.0	1.0	1.0
360	0	4554	1.0	1.0	1.0
1218	0	2321	1.0	1.0	1.0
676	0	3411	1.0	1.0	1.0
1215	0	4732	1.0	1.0	1.0
901	0	8009	1.0	1.0	1.0
3212	0	4729	1.0	1.0	1.0
1428	0	5739	1.0	1.0	1.0
810	0	2843	1.0	1.0	1.0
1889	0	4718	1.0	1.0	1.0
2431	0	2420	1.0	1.0	1.0
82	0	1416	1.0	1.0	1.0
1218	0	7550	1.0	1.0	1.0
1979	0	4649	1.0	1.0	1.0
162	0	7633	1.0	1.0	1.0
295	0	3425	1.0	1.0	1.0
546	0	2679	1.0	1.0	1.0
511	0	4765	1.0	1.0	1.0
951	0	3910	1.0	1.0	1.0
464	0	9113	1.0	1.0	1.0
337	0	8605	1.0	1.0	1.0
1174	0	6374	1.0	1.0	1.0
26	0	9112	1.0	1.0	1.0
1180	0	5873	1.0	1.0	1.0
2770	0	5772	1.0	1.0	1.0
957	0	8876	1.0	1.0	1.0
61	0	7230	1.0	1.0	1.0
844	0	5655	1.0	1.0	1.0
814	0	3311	1.0	1.0	1.0
695	0	6904	1.0	1.0	1.0
22	0	4346	1.0	1.0	1.0
318	0	5228	1.0	1.0	1.0
648	0	5055	1.0	1.0	1.0
384	0	3136	1.0	1.0	1.0
1496	0	7509	1.0	1.0	1.0
769	0	8770	1.0	1.0	1.0
814	0	6870	1.0	1.0	1.0
642	0	2784	1.0	1.0	1.0
601	0	4523	1.0	1.0	1.0
1100	0	5018	1.0	1.0	1.0
1210	0	3201	1.0	1.0	1.0
734	0	5014	1.0	1.0	1.0
918	0	7621	1.0	1.0	1.0
6	0	8159	1.0	1.0	1.0
1770	0	4170	1.0	1.0	1.0
798	0	3493	1.0	1.0	1.0
1218	0	2634	1.0	1.0	1.0
1889	0	4150	1.0	1.0	1.0
2175	0	2243	1.0	1.0	1.0
1815	0	3748	1.0	1.0	1.0
796	0	5639	1.0	1.0	1.0
1740	0	1741	1.0	1.0	1.0
779	0	4031	1.0	1.0	1.0
454	0	1828	1.0	1.0	1.0
1496	0	7143	1.0	1.0	1.0
480	0	7429	1.0	1.0	1.0
681	0	5461	1.0	1.0	1.0
26	0	7027	1.0	1.0	1.0
148	0	3534	1.0	1.0	1.0
553	0	425	1.0	1.0	1.0
419	0	7413	1.0	1.0	1.0
2440	0	4681	1.0	1.0	1.0
1493	0	3306	1.0	1.0	1.0
957	0	2445	1.0	1.0	1.0
648	0	1666	1.0	1.0	1.0
666	0	7646	1.0	1.0	1.0
1264	0	2679	1.0	1.0	1.0
5061	0	1140	1.0	1.0	1.0
454	0	8795	1.0	1.0	1.0
1364	0	3121	1.0	1.0	1.0
12	0	6576	1.0	1.0	1.0
2662	0	3635	1.0	1.0	1.0
148	0	2890	1.0	1.0	1.0
1492	0	2167	1.0	1.0	1.0
1001	0	3943	1.0	1.0	1.0
301	0	390	1.0	1.0	1.0
476	0	529	1.0	1.0	1.0
1050	0	3839	1.0	1.0	1.0
936	0	937	1.0	1.0	1.0
480	0	8861	1.0	1.0	1.0
587	0	4990	1.0	1.0	1.0
1193	0	3992	1.0	1.0	1.0
666	0	4007	1.0	1.0	1.0
574	0	3239	1.0	1.0	1.0
458	0	7	1.0	1.0	1.0
844	0	3342	1.0	1.0	1.0
337	0	3276	1.0	1.0	1.0
445	0	4969	1.0	1.0	1.0
1791	0	3049	1.0	1.0	1.0
1058	0	6663	1.0	1.0	1.0
1018	0	4388	1.0	1.0	1.0
752	0	1178	1.0	1.0	1.0
1364	0	1232	1.0	1.0	1.0
902	0	8953	1.0	1.0	1.0
1852	0	8779	1.0	1.0	1.0
3669	0	4633	1.0	1.0	1.0
574	0	5796	1.0	1.0	1.0
1397	0	8786	1.0	1.0	1.0
445	0	4397	1.0	1.0	1.0
505	0	8643	1.0	1.0	1.0
707	0	7094	1.0	1.0	1.0
695	0	4978	1.0	1.0	1.0
586	0	4496	1.0	1.0	1.0
246	0	6323	1.0	1.0	1.0
957	0	8842	1.0	1.0	1.0
1516	0	7920	1.0	1.0	1.0
498	0	4027	1.0	1.0	1.0
1932	0	5932	1.0	1.0	1.0
1174	0	4203	1.0	1.0	1.0
464	0	4435	1.0	1.0	1.0
698	0	3715	1.0	1.0	1.0
1172	0	5216	1.0	1.0	1.0
186	0	6733	1.0	1.0	1.0
480	0	8742	1.0	1.0	1.0
450	0	8946	1.0	1.0	1.0
468	0	849	1.0	1.0	1.0
973	0	8795	1.0	1.0	1.0
517	0	5256	1.0	1.0	1.0
419	0	4565	1.0	1.0	1.0
779	0	2700	1.0	1.0	1.0
102	0	7516	1.0	1.0	1.0
442	0	2610	1.0	1.0	1.0
1660	0	9130	1.0	1.0	1.0
861	0	2502	1.0	1.0	1.0
1633	0	5228	1.0	1.0	1.0
1039	0	1970	1.0	1.0	1.0
877	0	4847	1.0	1.0	1.0
1517	0	1837	1.0	1.0	1.0
266	0	5661	1.0	1.0	1.0
1218	0	2180	1.0	1.0	1.0
22	0	7942	1.0	1.0	1.0
918	0	3080	1.0	1.0	1.0
1174	0	5959	1.0	1.0	1.0
610	0	3121	1.0	1.0	1.0
26	0	3525	1.0	1.0	1.0
110	0	2880	1.0	1.0	1.0
648	0	8639	1.0	1.0	1.0
1791	0	1511	1.0	1.0	1.0
1840	0	4561	1.0	1.0	1.0
1889	0	7511	1.0	1.0	1.0
515	0	1187	1.0	1.0	1.0
814	0	6994	1.0	1.0	1.0
601	0	4493	1.0	1.0	1.0
1348	0	5155	1.0	1.0	1.0
2560	0	6814	1.0	1.0	1.0
1852	0	5712	1.0	1.0	1.0
493	0	2279	1.0	1.0	1.0
1397	0	5669	1.0	1.0	1.0
957	0	6656	1.0	1.0	1.0
587	0	6599	1.0	1.0	1.0
1060	0	3662	1.0	1.0	1.0
1455	0	6228	1.0	1.0	1.0
442	0	6060	1.0	1.0	1.0
318	0	5627	1.0	1.0	1.0
842	0	2415	1.0	1.0	1.0
464	0	5449	1.0	1.0	1.0
213	0	7721	1.0	1.0	1.0
1696	0	4080	1.0	1.0	1.0
1943	0	5087	1.0	1.0	1.0
2031	0	4353	1.0	1.0	1.0
1840	0	6101	1.0	1.0	1.0
1884	0	2904	1.0	1.0	1.0
360	0	4413	1.0	1.0	1.0
1355	0	1999	1.0	1.0	1.0
1058	0	6391	1.0	1.0	1.0
517	0	1118	1.0	1.0	1.0
458	0	672	1.0	1.0	1.0
550	0	4000	1.0	1.0	1.0
847	0	5661	1.0	1.0	1.0
700	0	3452	1.0	1.0	1.0
1791	0	3327	1.0	1.0	1.0
480	0	8337	1.0	1.0	1.0
1840	0	8264	1.0	1.0	1.0
604	0	6318	1.0	1.0	1.0
470	0	3228	1.0	1.0	1.0
436	0	3571	1.0	1.0	1.0
2307	0	1837	1.0	1.0	1.0
587	0	4735	1.0	1.0	1.0
526	0	7399	1.0	1.0	1.0
1116	0	7857	1.0	1.0	1.0
698	0	3381	1.0	1.0	1.0
604	0	4860	1.0	1.0	1.0
332	0	2337	1.0	1.0	1.0
2652	0	7344	1.0	1.0	1.0
947	0	5414	1.0	1.0	1.0
247	0	7587	1.0	1.0	1.0
102	0	4931	1.0	1.0	1.0
1759	0	6059	1.0	1.0	1.0
743	0	4454	1.0	1.0	1.0
549	0	3058	1.0	1.0	1.0
700	0	8389	1.0	1.0	1.0
454	0	7539	1.0	1.0	1.0
458	0	3482	1.0	1.0	1.0
1335	0	5438	1.0	1.0	1.0
340	0	4410	1.0	1.0	1.0
102	0	2634	1.0	1.0	1.0
1840	0	3875	1.0	1.0	1.0
695	0	4736	1.0	1.0	1.0
337	0	2954	1.0	1.0	1.0
432	0	6487	1.0	1.0	1.0
807	0	3763	1.0	1.0	1.0
1943	0	6011	1.0	1.0	1.0
318	0	8264	1.0	1.0	1.0
805	0	2338	1.0	1.0	1.0
458	0	3139	1.0	1.0	1.0
